budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,clean_title,is_adaptation,Name,Authors,book_rating,primary_genre
37000000,http://thetownmovie.warnerbros.com/,23168,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 1929, ""name"": ""bank manager""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 2779, ""name"": ""flower shop""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 8054, ""name"": ""volunteer""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 10847, ""name"": ""boston garden""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155726, ""name"": ""fenway park""}]",en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-15,154026136,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the bank robbery capital of America.,The Town,7.0,1468,the town,True,The Town,Conrad Richter,3.94,Crime
40000000,http://whattoexpectthefilm.com/,76494,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 17986, ""name"": ""miscarriage""}, {""id"": 160945, ""name"": ""expectant father""}, {""id"": 161534, ""name"": ""pregnant wife""}, {""id"": 163699, ""name"": ""vomiting""}, {""id"": 180702, ""name"": ""expecting twins""}, {""id"": 180706, ""name"": ""open air cinema""}, {""id"": 180715, ""name"": ""giving birth""}]",en,What to Expect When You're Expecting,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",27.009723,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""What to Expect Productions"", ""id"": 19577}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-17,79700000,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's too late to pull out now.,What to Expect When You're Expecting,5.8,594,what to expect when you're expecting,True,What to Expect When You're Expecting,Arlene Eisenberg,3.78,Romance
38000000,http://howtobesinglemovie.com/,259694,"[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 9457, ""name"": ""single""}]",en,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",46.078371,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Metro-Goldwyn-Mayer Pictures"", ""id"": 6127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-21,112343513,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the party,How to Be Single,5.9,1201,how to be single,True,How to Be Single,Liz Tuccillo,3.21,Comedy
35000000,http://somethingborrowedmovie.warnerbros.com/,49022,"[{""id"": 242, ""name"": ""new york""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 160765, ""name"": ""roses""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 202635, ""name"": ""engaged""}, {""id"": 208502, ""name"": ""loyal""}, {""id"": 208503, ""name"": ""liaison""}, {""id"": 208504, ""name"": ""confidant""}]",en,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",14.029012,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Wild Ocean Films"", ""id"": 38010}, {""name"": ""2S Films"", ""id"": 38011}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-05,59901913,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a thin line between love and friendship.,Something Borrowed,5.9,296,something borrowed,True,Something Borrowed,Alexandra Marshall,2.71,Comedy
31000000,http://www.miramax.com/movie/ella-enchanted/,14442,"[{""id"": 603, ""name"": ""elves""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2710, ""name"": ""fairy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 11017, ""name"": ""spell""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 189111, ""name"": ""ogre""}, {""id"": 198780, ""name"": ""obedience""}, {""id"": 208705, ""name"": ""fairy godmother""}, {""id"": 231403, ""name"": ""elf""}]",en,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",22.71592,"[{""name"": ""World 2000 Entertainment"", ""id"": 7692}, {""name"": ""Enchanted Productions"", ""id"": 85437}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-04-09,27388767,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get enchanted,Ella Enchanted,5.9,437,ella enchanted,True,Ella Enchanted,Gail Carson Levine,3.98,Family
35000000,,11004,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13160, ""name"": ""university""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15162, ""name"": ""dog""}]",en,Wonder Boys,"Grady (Michael Douglas) is a 50-ish English professor who hasn't had a thing published in years -- not since he wrote his award winning ""Great American Novel"" 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.",9.011729,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Curtis Hanson Productions"", ""id"": 8877}, {""name"": ""MFF Feature Film Productions"", ""id"": 8878}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-22,0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Undependable. Unpredictable. Unforgettable.,Wonder Boys,6.9,161,wonder boys,True,Wonder Boys,Michael Chabon,3.93,Comedy
0,,6440,"[{""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1495, ""name"": ""fishing""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 6178, ""name"": ""newfoundland""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 40879, ""name"": ""drunk""}]",en,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,11.1399,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-18,0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll never guess what you'll find inside...,The Shipping News,6.4,108,the shipping news,True,The Shipping News,Annie Proulx,3.86,Drama
34000000,,228205,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9082, ""name"": ""art student""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 158591, ""name"": ""injury""}, {""id"": 190078, ""name"": ""bull riding""}, {""id"": 191100, ""name"": ""romantic drama""}, {""id"": 206298, ""name"": ""young adult""}]",en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,41.946523,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-09,63013281,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1064,the longest ride,True,The Longest Ride,Denise Lewis Patrick,3.5,Drama
30000000,,4476,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 680, ""name"": ""montana""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 5973, ""name"": ""journey round the world""}]",en,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",26.952727,"[{""name"": ""Bedford Falls Productions"", ""id"": 348}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Pangaea"", ""id"": 1656}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-12-16,160638883,133.0,"[{""iso_639_1"": ""kw"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,7.2,619,legends of the fall,True,Legends of the Fall,Jim Harrison,4.06,Adventure
30000000,,4347,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3096, ""name"": ""book""}, {""id"": 5477, ""name"": ""mistake""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 10818, ""name"": ""author""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 13088, ""name"": ""summer""}]",en,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",33.369305,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-29,129266061,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Torn apart by betrayal. Separated by war. Bound by love.,Atonement,7.4,1049,atonement,True,Atonement,Ian McEwan,3.91,Drama
30000000,http://www.carrie-movie.com,133805,"[{""id"": 321, ""name"": ""terror""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3720, ""name"": ""power""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14989, ""name"": ""religious""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 187056, ""name"": ""woman director""}]",en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",63.848541,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Misher Films"", ""id"": 11581}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-16,82394288,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Know her name. Fear her power.,Carrie,5.8,1463,carrie,True,Carrie,Stephen King,3.96,Drama
0,,28902,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 4942, ""name"": ""victim of murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 155440, ""name"": ""hitchcockian""}]",en,In Dreams,"Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...",3.226243,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-01-15,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You don't have to sleep to dream,In Dreams,5.4,44,in dreams,True,In Dreams,Deanna Lee Warren,5.0,Drama
28000000,,112949,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 33476, ""name"": ""widower""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 212643, ""name"": ""abusive husband""}]",en,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",37.729059,"[{""name"": ""Temple Hill Productions"", ""id"": 722}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-07,97594140,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,You know it when you find it,Safe Haven,6.9,823,safe haven,True,Safe Haven,T J Morgan,4.0,Romance
28000000,http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,218778,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 4671, ""name"": ""bad luck""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 15068, ""name"": ""one day""}, {""id"": 15101, ""name"": ""based on children's book""}, {""id"": 206741, ""name"": ""driver's test""}]",en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-08,100654149,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,"alexander and the terrible, horrible, no good, very bad day",True,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.23,Family
15000000,http://www.foxsearchlight.com/NOAS/,1259,"[{""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 5321, ""name"": ""studio""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 11937, ""name"": ""conservative""}, {""id"": 12105, ""name"": ""student""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 14893, ""name"": ""art""}, {""id"": 18051, ""name"": ""female stalker""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 46954, ""name"": ""journal""}, {""id"": 167310, ""name"": ""sitting on a toilet""}]",en,Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",12.576381,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""DNA Films"", ""id"": 284}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""UK Film Council"", ""id"": 2452}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-12-25,49469904,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,Notes on a Scandal,6.9,235,notes on a scandal,True,Notes on a Scandal,Zoë Heller,3.71,Drama
27000000,,34584,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 1994, ""name"": ""wolf""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 155410, ""name"": ""reading""}, {""id"": 155851, ""name"": ""book store""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 190083, ""name"": ""gnome""}, {""id"": 207372, ""name"": ""quest""}]",en,The Neverending Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",47.862016,"[{""name"": ""Producers Sales Organization"", ""id"": 1256}, {""name"": ""Bavaria Film"", ""id"": 1704}, {""name"": ""Dieter Geissler Filmproduktion"", ""id"": 1766}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Bavaria Studios"", ""id"": 33772}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-04-05,20158808,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,The NeverEnding Story,7.0,1002,the neverending story,True,The Neverending Story,Michael Ende,4.18,Drama
28000000,,169917,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 167580, ""name"": ""kingpin""}, {""id"": 199073, ""name"": ""wife murder""}, {""id"": 207847, ""name"": ""matt scudder""}]",en,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,61.309619,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Traveling Picture Show Company (TPSC)"", ""id"": 39043}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""Da Vinci Media Ventures"", ""id"": 40107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-18,53181600,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some people are afraid of all the wrong things,A Walk Among the Tombstones,6.2,1131,a walk among the tombstones,True,A Walk Among the Tombstones,Lawrence Block,3.94,Crime
25000000,http://thehelpmovie.com/#/splash,50014,"[{""id"": 787, ""name"": ""mississippi""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2804, ""name"": ""exploitation""}, {""id"": 6984, ""name"": ""racial segregation""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 13098, ""name"": ""moral courage""}, {""id"": 13099, ""name"": ""ressentiment""}, {""id"": 176219, ""name"": ""southern belle""}, {""id"": 204173, ""name"": ""racial issues""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 209334, ""name"": ""newspaper columnist""}]",en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",42.191509,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-09,124272124,146.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Change begins with a whisper.,The Help,7.8,1910,the help,True,The Help,Kathryn Stockett,4.46,Drama
25000000,http://theluckyonemovie.warnerbros.com/,77877,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 164715, ""name"": ""photo""}, {""id"": 182207, ""name"": ""kennel""}, {""id"": 182210, ""name"": ""playing chess""}, {""id"": 182216, ""name"": ""bomb explosion""}, {""id"": 182223, ""name"": ""iraq veteran""}]",en,The Lucky One,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",26.811541,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-19,99357138,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Lucky One,6.8,946,the lucky one,True,The Lucky One,Nicholas Sparks,4.12,Drama
25000000,,22971,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9673, ""name"": ""love""}, {""id"": 33564, ""name"": ""u.s. soldier""}]",en,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,19.402816,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-04,114977104,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love brought them together. Will fate tear them apart?,Dear John,6.6,1262,dear john,True,Dear John,Nicholas Sparks,4.04,Drama
25000000,,12404,"[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 214548, ""name"": ""1930s""}]",en,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",3.593165,"[{""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Freestyle Releasing"", ""id"": 4616}, {""name"": ""CinemaNX"", ""id"": 5705}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-25,2336172,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,If you want to discover life learn from the master,Me and Orson Welles,6.6,49,me and orson welles,True,Me and Orson Welles,Robert Kaplow,3.46,Comedy
